rk	ufi	uni	full_name	nt	lat_dd	long_dd	efctv_dt	term_dt_f	term_dt_n	desig_cd	fc	cc_ft	adm1	ft_link	name_rank	lang_cd	transl_cd	script_cd	name_link	cc_nm	generic	full_nm_nd	sort_gen	sort_name	lat_dms	long_dms	mgrs	mod_dt_ft	mod_dt_nm	dialect_cd	display	gis_notes
5	6223259	6246395	Singer	N	34.559722	73.998611				TRIG	S	IND	IN-JK		1							Singer		SINGER	34:33:35	73:59:55	43SDU0813324675	2020-07-24T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6223410	6246546	Ismāil di Dori	N	34.495665	73.921192				TRIG	S	IND	IN-JK		1							Ismail di Dori		ISMAILDIDORI	34:29:44	73:55:16	43SDU0095517645	2020-07-24T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6223855	6246991	Sahansra Thākur	N	30.280108	77.767943				TMPL	S	IND	IN-UP		1							Sahansra Thakur		SAHANSRATHAKUR	30:16:48	77:46:05	43RGP6626053069	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6223426	6246562	Kachariān Forest Rest House	N	34.389348	73.881581				RHSE	S	IND	IN-JK		1							Kacharian Forest Rest House		KACHARIANFORESTRESTHOUSE	34:23:22	73:52:54	43SCU9718805894	2020-07-24T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6223840	6246976	Niranjanpur Tea Garden	N	30.30626	77.996821				ESTT	S	IND	IN-UT		1							Niranjanpur Tea Garden		NIRANJANPURTEAGARDEN	30:18:23	77:59:49	43RGP8821056528	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6223410	16795704	Ismaīl di Dori	V	34.495665	73.921192				TRIG	S	IND	IN-JK									Ismail di Dori		ISMAILDIDORI	34:29:44	73:55:16	43SDU0095517645	2020-07-24T00:00:00.000Z	2016-03-29T00:00:00.000Z		1,2	
5	6223923	6247060	Pachdhara Bridge	N	30.221815	77.952024				BDG	S	IND	IN-UT		1							Pachdhara Bridge		PACHDHARABRIDGE	30:13:19	77:57:07	43RGP8414347051	2015-02-27T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6224202	15831465	Khawāja Pīr	N	29.788996	77.025215				GDN	S	IND	IN-HR		1							Khawaja Pir		KHAWAJAPIR	29:47:20	77:01:31	43RFN9576097124	2015-02-27T00:00:00.000Z	2015-02-27T00:00:00.000Z		1,2,3	
5	6223810	6246946	Malūkāwāla Tea Garden	N	30.322908	77.98596				ESTT	S	IND	IN-UT		1							Malukawala Tea Garden		MALUKAWALATEAGARDEN	30:19:22	77:59:09	43RGP8711658346	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6223892	6247028	East Hope Town Tea Garden	N	30.324926	77.924605				ESTT	S	IND	IN-UT		1							East Hope Town Tea Garden		EASTHOPETOWNTEAGARDEN	30:19:30	77:55:29	43RGP8120858416	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6224015	15829615	Shāh Mansur’s Shrine	N	30.052507	77.902833				SHRN	S	IND	IN-UT		1							Shah Mansur's Shrine		SHAHMANSURSSHRINE	30:03:09	77:54:10	43RGP7988428156	2015-02-27T00:00:00.000Z	2015-02-27T00:00:00.000Z		1,2	
5	6223764	15826388	Dhūl Kot	N	30.358334	77.896383				FT	S	IND	IN-UT		1						Kot	Dhul Kot	KOT	DHULKOT	30:21:30	77:53:47	43RGP7839962051	2015-02-26T00:00:00.000Z	2015-02-26T00:00:00.000Z		1,2	
5	6223808	6246944	Arcadia Tea Garden	N	30.325648	77.957781				ESTT	S	IND	IN-UT		1							Arcadia Tea Garden		ARCADIATEAGARDEN	30:19:32	77:57:28	43RGP8439758579	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6223598	6246734	Udiabāgh Tea Garden	N	30.454327	77.765439				ESTT	S	IND	IN-UT		1							Udiabagh Tea Garden		UDIABAGHTEAGARDEN	30:27:16	77:45:56	43RGP6554772380	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6223764	6246900	Dhūl	V	30.358334	77.896383				FT	S	IND	IN-UT									Dhul		DHUL	30:21:30	77:53:47	43RGP7839962051	2015-02-26T00:00:00.000Z	2015-02-26T00:00:00.000Z		1,2	
5	6224202	6247344	Khawāja Pir	V	29.788996	77.025215				GDN	S	IND	IN-HR									Khawaja Pir		KHAWAJAPIR	29:47:20	77:01:31	43RFN9576097124	2015-02-27T00:00:00.000Z	2015-02-27T00:00:00.000Z		1,2,3	
5	6224015	6247154	Shāh Mansur Shrine	V	30.052507	77.902833				SHRN	S	IND	IN-UT									Shah Mansur Shrine		SHAHMANSURSHRINE	30:03:09	77:54:10	43RGP7988428156	2015-02-27T00:00:00.000Z	2012-08-28T00:00:00.000Z		1,2	
5	6223794	6246930	Harbanswāla Tea Garden	N	30.330289	77.996923				ESTT	S	IND	IN-UT		1							Harbanswala Tea Garden		HARBANSWALATEAGARDEN	30:19:49	77:59:49	43RGP8814959193	2015-02-26T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2,3	
5	6223446	6246582	Lassa	N	34.328693	73.998059				TRIG	S	IND	IN-JK		1							Lassa		LASSA	34:19:43	73:59:53	43SDT0782999056	2020-07-24T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6224196	6247338	Shāh Gharib Sāhib Tomb	V	29.824364	77.060082				TMB	S	IND	IN-HR									Shah Gharib Sahib Tomb		SHAHGHARIBSAHIBTOMB	29:49:28	77:03:36	43RFP9906101104	2015-02-27T00:00:00.000Z	2015-02-27T00:00:00.000Z		1,2	
5	6224196	15831452	Shāh Gharīb Sāhib Tomb	N	29.824364	77.060082				TMB	S	IND	IN-HR		1							Shah Gharib Sahib Tomb		SHAHGHARIBSAHIBTOMB	29:49:28	77:03:36	43RFP9906101104	2015-02-27T00:00:00.000Z	2015-02-27T00:00:00.000Z		1,2	
5	6224259	6247403	Ban	N	29.993235	77.07523				TMPL	S	IND	IN-HR		1							Ban		BAN	29:59:36	77:04:31	43RGP0018719849	2015-02-27T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
5	6224143	6247284	Janesron	N	29.843204	77.027295				MSQE	S	IND	IN-HR		1							Janesron		JANESRON	29:50:36	77:01:38	43RFP9585503136	2015-02-27T00:00:00.000Z	1993-09-01T00:00:00.000Z		1,2	
